sent,eText,factValue
"For e-commerce to flourish with full-blown end-to-end business transactions, strategic planning which incorporates both business and technology plans that are complementary is necessary for an organisation to see feasible returns on investment.",necessary,CT
"For its future strategy, Columbia officials said the thrift may branch out into commercial lending or managing outside investments, as well as beefing up more traditional thrift activities.",said,CT
"For its future strategy, Columbia officials said the thrift may branch out into commercial lending or managing outside investments, as well as beefing up more traditional thrift activities.",beefing,PS
"For me, it is a great tragedy.",tragedy,CT
"For nearly forty years, the United States has said categorically it would not tolerate totalitarian rule in its own backyard.",tolerate,CT
"For nearly forty years, the United States has said categorically it would not tolerate totalitarian rule in its own backyard.",said,CT
"For one thing, Iraq still apparently hasn't unleashed its stockpile of chemical weapons.",unleashed,PR
"""For the first time in history, the U.S. has gone to war with an Arab and Muslim nation, and we know a peaceful solution was in reach.""",gone,CT
"For the first time, the Labor Department broke out unemployment by education level as well as gender, age and race.",broke,CT
"For the moment, the sources said, he has decided against seeking a white knight or organizing a counterbid for Paribas.",said,CT
"For the nine months, America West posted earnings of $18.9 million, or 97 cents a share, compared with a loss of $9.7 million, or 74 cents a share, a year earlier.",posted,CT
"For the nine months, Du Pont earned $2 billion, or $8.46 a share, up 18% from $1.69 billion, or $7.03 a share, a year earlier.",earned,CT
"For the nine months, Norton had net of $81.2 million, or $3.87 a share, and a tax credit of $4.4 million.",net,CT
"For the nine months, losses totaled $212 million, or $10.83 a share, compared with net income of $48.7 million, or $1.11 a share, a year earlier.",totaled,CT
"For the nine months, the company reported a net loss of $608,413, or 39 cents a share, compared with year-earlier net income of $967,809, or 62 cents a share.",reported,CT
"For the quarter a year ago, Columbia reported earnings of $16.3 million, or 37 cents a share.",reported,CT
"For the quarter ended Sept. 30, Delta posted net income of $133.1 million, or $2.53 a share, up from $100 million, or $2.03 a share, a year earlier.",posted,CT
"For the six months ended Aug. 12, Provigo posted net income of C$6.5 million, or eight Canadian cents a share, compared with C$18.1 million, or 21 Canadian cents a share, a year earlier.",posted,CT
"For the week, the index dropped 3.8%.",dropped,CT
"For the year ended July 2, Rally had net income of $2.4 million, or 34 cents a share, on revenue of $52.9 million.",had,CT
"For the year ended Sept. 30, Ralston earned $422.5 million, or $6.44 a share, up 8.9% from $387.8 million, or $5.63 a share.",ended,CT
"For the year, pet food volume was flat, the company said.",said,CT
"For women in Afghanistan to be able to realize their rights, there have to be conditions of peace and justice.",realize,Uu
Ford is willing to bid for 100% of Jaguar's shares if both the government and Jaguar shareholders agree to relax the anti-takeover barrier prematurely.,relax,Uu
Ford might succeed because many shareholders are speculators keen for a full bid or institutional investors unhappy over Jaguar management's handling of its current financial difficulties.,succeed,PS
Forecasters say the picture will get worse because more rains are on the way.,get,CT
"Foreign ministers of member-states meeting in the Ethiopian capital agreed to set up a seven-member panel to investigate who shot down Rwandan President Juvenal Habyarimana's plane on April 6, 1994.",shot,CT
"Former prime minister Paul Keating, who put the republic issue in the spotlight in his unsuccessful 1996 campaign for re-election, welcomed the result.",put,CT
"Former savings and loan chief, Charles Keating, is facing more legal troubles in California.",facing,CT
"Frankfurt prices closed lower again Friday, the fourth decline in the past five days and the culmination of a week that saw the DAX index lose 4%.",lose,CT
"Frederick B. Taylor, 48, also was named a vice chairman and chief investment officer, a new post.",named,CT
"Freeh also ordered the investigation consolidate information under the Atlanta task force, another indication officials suspect a link between all the bombings.",suspect,PR
"Freeh also ordered the investigation consolidate information under the Atlanta task force, another indication officials suspect a link between all the bombings.",ordered,CT
Friday's trading volume totaled 132.8 million shares.,totaled,CT
"From member station KQED, Auncil Martinez reports.",reports,CT
"Fund managers said Friday's profittaking was a natural result of the week's ""abnormal fever"" in buying real estate, shipbuilding, steel and construction shares.",said,CT
Funds might be forced to accept lower prices if they expand their selling to the securities of less-creditworthy borrowers.,forced,PS
"GM Class E, which represents a dividend interest in EDS profit, fell 75 cents to $52.25 on the Big Board.",fell,CT
"GM Class H, which represents a dividend interest in Hughes earnings, closed at $29, up 25 cents in Big Board composite trading.",closed,CT
GM and Ford are expected to go head to head in the markets to buy up rival 15% stakes in Jaguar.,buy,PR
GM and Ford are expected to go head to head in the markets to buy up rival 15% stakes in Jaguar.,expected,CT
GM closed down $1.875 at $44.875 in New York Stock Exchange trading yesterday.,closed,CT
GM confirmed it received U.S. antitrust clearance to boost its holding.,confirmed,CT
GM is close to completing a friendly deal with Jaguar that is likely to involve an eventual 30% stake and joint manufacturing ventures.,involve,PR
"GM sought U.S. antitrust clearance last week to purchase more than $15 million worth of Jaguar shares but doesn't own any yet, according to GM officials here and at the company's Detroit headquarters.",own,CT
"GM sought U.S. antitrust clearance last week to purchase more than $15 million worth of Jaguar shares but doesn't own any yet, according to GM officials here and at the company's Detroit headquarters.",according,CT
